# format of this file:
# evaluation_number 	[function_input_vector] 	 violation 	[properties] 	[function_output_vector] 	 evaluator_rank 	 evaluation_time 	 life_time 
10	<1.5211564654117246675468778,95.540805205488950946346449,7.8910891678608434673947158,54.064487597935126927950478,2.8667409899024018926638746,75.115426012834262792239315,1.0366140925495950231294273,81.222029114711105535207025,5.1722832923625983170268228,28.240904364847068563904031,2.6579016831973110157605333,54.352444295935541163089511,5.8923715524805579946132639,64.09986864966333541815402,6.6474726026167498815766521,14.011678990913406295248933>	0	<>	<8,466.6476000000000112777343,-95.540800000000004388311936>	0	0.10192799999999999083222235	0
11	<3.1795076188535928984890688,59.982249215236983275190141,4.3672349859807804151046184,6.8053015539447319071086895,5.9913627793972210611173068,11.734719160820691996605092,1.038453739154363786312274,58.22509669616124483582098,3.1165852039663981543071714,47.167164900883641109885502,1.4652588020382721900602974,2.9600134598836365107388247,1.244554810805504674320332,64.851681080112086874578381,4.3671408641930398175645678,10.938732517388990217455103>	0	<>	<6,262.66491000000002031811164,-64.851699999999993906385498>	0	0.097513000000000002454036974	0
12	<5.2274740367324437073648369,46.546143268489345246052835,5.550225408072688715321874,87.06021466621207594016596,2.5163098464330238002162332,65.52627862688446214178839,5.7797570614049940118661652,81.265616268508892972022295,7.5637028094212075401969742,91.966553540884774520236533,3.4932642362514809697415785,63.658205123459083552006632,4.9246495500787386134788903,16.29624050869431428623102,6.4368918880060741471993424,87.202245317028015847427014>	0	<>	<8,539.52139999999997144186636,-91.966599999999999681676854>	0	0.099946999999999994179766816	0
13	<6.3394942839348198404536561,25.773241056955065175770869,7.5805282809680925026896148,47.583672286748736723893671,3.6255572152443029665391805,94.556886048315504922356922,1.4066138255440694404541091,67.744891749576154893475177,3.9206835631843115486105944,12.455323251176309895527083,5.9493433646621847188384891,45.21769110356350296342498,6.4114903031901873120546043,18.80691750850850496590283,4.930949653466674575952311,37.699490523757177129482443>	0	<>	<8,349.83809999999999718056642,-94.556899999999998840394255>	0	0.098928999999999989167775993	0
14	<5.5747142576494788102081657,21.159643736276610326285663,2.733179360038218597139803,87.014630058321458250247815,7.0680145654212749306566366,93.041948924326320025102177,5.7796172428781247276674549,80.45310530832647089027887,6.9505951693051475359652613,3.8983067981425238990311755,4.0877917269653600840229046,41.074924516060818291407486,2.4136183147382075375730892,21.781194453025793933420573,2.9794018850565899825255656,96.473037123900382994179381>	0	<>	<7,444.89661000000000967702363,-96.472999999999998976818461>	0	0.10074299999999999921662663	0
15	<4.3288104856986606705504528,22.284716657495458491666795,4.0839696554858093691109389,85.062395774322752117768687,2.1789121861471385521724642,49.865478300426843816239852,4.6965101234132937690901599,58.565653561877859090145648,5.3624561086122204400794544,23.51219264022642363443083,1.2648341233212661016693801,39.6278058828915504818724,3.962337713671074013177531,59.939768286393849905380193,6.4129107484654106485777447,7.6721709722989102075985102>	0	<>	<6,346.5302699999999731517164,-85.062399999999996680344339>	0	0.07388100000000000222577512	0
16	<6.6769588415869316477824214,2.0870015500518501738724808,7.6280760721434264226559208,67.785334339265403968965984,7.6590265332064717540561105,62.967047310884595390234608,4.3766907720718020158301442,80.137452846456994848267641,5.6805747908915273924890244,92.349749986245186050837219,2.4848664121166184060029991,87.059901508996219376967929,1.989166107489339196945366,49.489547149040525653163058,6.847305701043133296934684,61.685379949251831988021877>	0	<>	<8,503.56130000000001700755092,-92.349699999999998567545845>	0	0.10011599999999999666133732	0
17	<6.0241984664575189967195001,27.589647903847343002325943,4.2723442973905916275612071,88.615866465780825933507003,6.4218588342991935746795207,99.555063154341212339204503,4.302706398676479082610058,39.775927709311211799558805,2.6147079023601058622716664,50.964864646533904135594639,6.5582613514541936439172787,65.386365943302564573968993,1.7633243020453137628322793,56.731029998851489892786049,6.1140975840921036876807193,92.004044909032089094580442>	0	<>	<7,520.62279999999998381099431,-99.55509999999999593001121>	0	0.099899000000000001686650819	0
18	<5.1172622084232335382125711,67.745337946221852121198026,5.1852565441211950769684336,53.946981976715370876718225,3.1498669647378227942624562,8.0278187561909764013989843,3.3859104343624366606491094,97.577739366133570797501307,1.0264298087109018364770918,55.296812092557928508540499,6.9246348579994565497486292,14.508513088574872540448268,1.3350451436522625670022535,68.170579368328020564149483,6.3335725126478692459386366,76.560623001568302470332128>	0	<>	<7,441.83431999999999106876203,-97.577699999999992996890796>	0	0.10252399999999999014033136	0
19	<7.7032159090522753785990062,22.9416686682690240672855,5.562354259454810545548753,73.215353429883421654267295,2.5747712243230882478428612,12.358009401875552413230253,1.9093896797436240575507327,45.563987570611750754778768,5.4326011833886624913247942,92.395014731397395735257305,1.7665247427143737635191201,74.227506934771085411739477,4.43882312785779298280886,84.008890429515801656634721,5.6362086258065930977068092,7.9440761860199629040835134>	0	<>	<8,412.65458000000000993168214,-92.39499999999999602096068>	0	0.094205999999999998073541008	0
20	<4.6227959830420068954026647,26.020930952402263613976174,5.3323740713914737909817632,82.466613539711858038572245,3.3834124796015268010762611,95.975492939341577880441037,6.6031047034091807645950212,34.426318404463266631410079,4.5890613522329655182829811,64.681993687842975759849651,4.4254382045126696709758107,56.058664226931831819911167,3.2996801139319686946294041,25.128724530864843700328493,3.2833501059950096490069882,28.61280028178021339613224>	0	<>	<7,413.371500000000025920599,-95.975499999999996703081706>	0	0.092328000000000076674666616	0
21	<4.3649275239393707792601163,97.795776649283141068735858,1.1279707598164541160201679,70.567125021744118384958711,1.7107650203214794792927478,14.819434850858261398798277,2.1291778782052817042824699,73.476660053002021300017077,1.5050114674982668638847372,27.081466013137934112364746,4.3392916858844881033974161,56.340494265938410478611331,1.7763249477261329190014294,13.935718691877889696684178,5.4999199316370859236258184,62.844584725259146296139079>	0	<>	<5,416.8613000000000283762347,-97.795799999999999840838427>	0	0.098786999999999999810817997	0
22	<3.7969654750996109093819086,26.175628614693707163496583,4.1717838785479699481584248,74.00539935287339687874919,2.5505785055228411550842793,25.355551124250307992724629,1.5902202397539375589019528,73.42342653936866270214523,7.302628136846529116610327,57.366549250374802682017616,3.0637463536410343145632851,22.890117821698133582231094,6.7746691646867756020355955,62.101377994800628812299692,4.6052042705031137614923864,30.565666933807388971899854>	0	<>	<7,371.88369999999997617123881,-74.005399999999994520294422>	0	0.097853999999999996539656877	0
23	<5.1928008218262347028826298,53.331071861708103654109436,1.0792954336289761751999094,70.050940648676331079514057,5.7705354698796460510834549,17.263904454775108376907156,4.0469320458578561527929196,75.364956248255893456189369,4.1041759360135419143489344,91.231767642885344571368478,3.2193815327339718734833696,55.435726910566785363698727,1.3617240401737968902295961,95.990020966152670212068188,2.2796218145078146477544578,45.124135979043380473285652>	0	<>	<6,503.79250000000001818989404,-95.989999999999994884092303>	0	0.099226999999999995760724403	0
